questionId,questionText,goal,description,opt0_text,opt0_fp,opt1_text,opt1_fp,opt2_text,opt2_fp,opt3_text,opt3_fp
696da8334c57e82e2364380c,"शिक्षक जेव्हा एखाद्या संबोधासंबंधी वारंवार संघर्ष करतात , सहजप्रवृत्तीनुसार तुमचा प्रतिसाद असतो.....",शिक्षक कौशल्यवृद्धी,,दुसऱ्या शिक्षकाला साहित्य देण्याची मागणी करणे,,भविष्यात होणाऱ्या कार्यशाळेला उपस्थित राहण्याचा सल्ला देणे,,समस्या मुळातून समजण्यासाठी एकत्र येणे,,प्रकरण पुन्हा परीक्षण करून सुधारणांची शिफारस करणे।,
696da8334c57e82e2364380d,कर्मचारी बैठकीच्या वेळी प्रकर्षाने कोणत्या गोष्टींकडे तुमचा कल असतो ?,शिक्षक कौशल्यवृद्धी,,नियोजित कृती पूर्ण करण्याकडे।,,प्रभावी सांघिक कार्याचे दाखले देण्याकडे।,,विद्यार्थी प्रगतीकडे।,,शिक्षकांना भेडसावणाऱ्या आव्हानांकडे।,
696da8334c57e82e2364380e,पालक - आंतरक्रिया नियोजन करताना तुम्ही कशाला प्राधान्य द्याल ?,पालक - शिक्षक सहयोग,,विद्यार्थ्यांपर्यंत शिक्षण पोहोचण्याची व्यवस्था सुरळीत असल्याची खात्री।,,पालकांना शैक्षणिक वेळापत्रकाबाबत अद्यावत करणे।,,"शिक्षण (अध्ययन) कसे घडते , हे पालकांना समजण्यासाठी मदत करणे।",,पालकांतर्फे उठवलेल्या विशेष बाबी संबोधित करणे।,
696da8334c57e82e2364380f,"जेव्हा पालक मुलाच्या प्रगती बद्दल विचारतात , सामान्यतः तुम्ही कशाच्या संबंधी बोलता ?",पालक - शिक्षक सहयोग,,उपस्थिती आणि वर्तणूक।,,भविष्यातील शाळेचे कृती - कार्यक्रम।,,त्यांचे मुल कसे शिकते आणि सहभागी होते।,,प्राप्त गुण आणि चाचणीतील कामगिरी।,
696da8334c57e82e23643810,"जेव्हा शाळेचे संप्रेषणासंबंधी (संभाषण) नियोजन आखत असता, तेव्हा तुम्ही कशावर लक्ष केंद्रित करता ?",पालक - शिक्षक सहभागीता,,संप्रेषणांची/संभाषणांची वारंवारिता।,,संदेश/मेसेज सुस्पष्ट व कमी शब्दात (लहान) असल्याची खात्री।,,पाल्याने घरी शिकण्याचा पालकांनी आधार बनण्यासाठीची मदत।,,सर्व सूचना पालकांपर्यंत पोहोचतात याची खात्री करणे।,
696da8334c57e82e23643811,"एखाद्या वर्गात विद्यार्थ्यांची शिकण्याची प्रगती असमान दिसत असेल, तर शाळेचे प्रमुख म्हणून तुमची पहिली प्रतिक्रिया काय असेल?",प्रत्येक मूल वेगळे आहे,,बहुतेक विद्यार्थी योग्य मार्गावर राहतील यासाठी शिक्षकांना नियोजित पद्धतीनेच अध्यापन सुरू ठेवण्यास सांगणे,,वेगळ्या प्रकारच्या मदतीची गरज असलेल्या विद्यार्थ्यांची यादी शिक्षकांना करायला सांगणे,,संपूर्ण वर्गाच्या प्रगतीचा एकूण आढावा घेणे,,शिक्षकांच्या बैठकीत एकत्रितपणे विविध उपाययोजनांवर चर्चा करणे,
696da8334c57e82e23643812,"तुम्ही एखाद्या वर्गाला भेट देता तेव्हा, शिकण्याची प्रक्रिया प्रभावीपणे घडत आहे असे तुम्हाला कशावरून वाटते?",प्रत्येक मूल वेगळे आहे,,विद्यार्थी लक्षपूर्वक आणि सक्रियपणे विविध उपक्रमांमध्ये सहभागी होत आहेत,,शिक्षक संकल्पना स्पष्ट आणि समजण्यास सोप्या पद्धतीने समजावून सांगत आहेत,,विद्यार्थी प्रश्न विचारत आहेत आणि विविध पद्धती वापरून प्रयत्न करत आहेत,,विद्यार्थी मूल्यमापनातील प्रश्नांची योग्य उत्तरे देऊ शकत आहेत,
696da8334c57e82e23643813,"एखाद्या शिक्षकाचा धडा अपेक्षेप्रमाणे झाला नाही, तर तुम्ही सहसा प्रथम काय करता?",शिक्षक कौशल्यवृद्धी,,काय प्रभावी ठरले आणि काय ठरले नाही यावर शिक्षकांनी स्वतः चिंतन करावे असे सांगता,,पुढील वेळी वेगळा उपक्रम वापरण्याचा सल्ला देता,,विद्यार्थ्यांच्या मूल्यमापनाच्या निकालांची तपासणी करता,,इतर शिक्षकांशी या विषयावर चर्चा करता,
696da8334c57e82e23643814,विद्यार्थ्यांच्या मूल्यमापनाचा डेटा पाहताना तुम्ही सर्वप्रथम कशावर लक्ष केंद्रित करता?,अध्ययन स्तरांचे निदान,,संपूर्ण वर्गाचा सरासरी निकाल,,विद्यार्थ्यांमध्ये आढळणाऱ्या सामान्य गैरसमजुती,,अडचणीत असलेल्या वैयक्तिक विद्यार्थ्यांवर,,पुढील नियोजनासाठी शिक्षकांना तपशीलवार निकाल सांगणे,
696da8334c57e82e23643815,"शाळेतील सुधारणा उपक्रमांचे नियोजन करताना, तुम्ही सुरुवातीच्या टप्प्यात कोणाचा सहभाग सुनिश्चित करता?",शिक्षक कौशल्यवृद्धी,,ज्येष्ठ शिक्षकांचा,,पालक व हितचिंतकांचा,,प्रथम अंतर्गत पातळीवर नियोजन करण्यावर भर देता,,निर्णयांना दिशा देण्यासाठी मूल्यमापनाच्या डेटाचा उपयोग करता,
